id,name,description,abstraction,type,labels
CWE-294,Authentication Bypass by Capture-replay,A capture-replay flaw exists when the design of the software makes it possible for a malicious user to sniff network traffic and bypass authentication by replaying it to the server in question to the same effect as the original message (or with minor changes).,Base,Weakness,CWE;Weakness
CWE-295,Improper Certificate Validation,"The software does not validate, or incorrectly validates, a certificate.",Base,Weakness,CWE;Weakness
CWE-296,Improper Following of a Certificate's Chain of Trust,"The software does not follow, or incorrectly follows, the chain of trust for a certificate back to a trusted root certificate, resulting in incorrect trust of any resource that is associated with that certificate.",Base,Weakness,CWE;Weakness
CWE-297,Improper Validation of Certificate with Host Mismatch,"The software communicates with a host that provides a certificate, but the software does not properly ensure that the certificate is actually associated with that host.",Variant,Weakness,CWE;Weakness
CWE-298,Improper Validation of Certificate Expiration,"A certificate expiration is not validated or is incorrectly validated, so trust may be assigned to certificates that have been abandoned due to age.",Variant,Weakness,CWE;Weakness
CWE-299,Improper Check for Certificate Revocation,"The software does not check or incorrectly checks the revocation status of a certificate, which may cause it to use a certificate that has been compromised.",Base,Weakness,CWE;Weakness
CWE-30,Path Traversal: '\dir\..\filename',"The software uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '\dir\..\filename' (leading backslash dot dot) sequences that can resolve to a location that is outside of that directory.",Variant,Weakness,CWE;Weakness
CWE-300,Channel Accessible by Non-Endpoint,"The product does not adequately verify the identity of actors at both ends of a communication channel, or does not adequately ensure the integrity of the channel, in a way that allows the channel to be accessed or influenced by an actor that is not an endpoint.",Class,Weakness,CWE;Weakness
CWE-301,Reflection Attack in an Authentication Protocol,Simple authentication protocols are subject to reflection attacks if a malicious user can use the target machine to impersonate a trusted user.,Variant,Weakness,CWE;Weakness
CWE-302,Authentication Bypass by Assumed-Immutable Data,"The authentication scheme or implementation uses key data elements that are assumed to be immutable, but can be controlled or modified by the attacker.",Variant,Weakness,CWE;Weakness
CWE-303,Incorrect Implementation of Authentication Algorithm,"The requirements for the software dictate the use of an established authentication algorithm, but the implementation of the algorithm is incorrect.",Base,Weakness,CWE;Weakness
CWE-304,Missing Critical Step in Authentication,"The software implements an authentication technique, but it skips a step that weakens the technique.",Base,Weakness,CWE;Weakness
CWE-305,Authentication Bypass by Primary Weakness,"The authentication algorithm is sound, but the implemented mechanism can be bypassed as the result of a separate weakness that is primary to the authentication error.",Base,Weakness,CWE;Weakness
CWE-306,Missing Authentication for Critical Function,The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources.,Base,Weakness,CWE;Weakness
CWE-307,Improper Restriction of Excessive Authentication Attempts,"The product does not implement sufficient measures to prevent multiple failed authentication attempts within a short time frame, making it more susceptible to brute force attacks.",Base,Weakness,CWE;Weakness
CWE-308,Use of Single-factor Authentication,The use of single-factor authentication can lead to unnecessary risk of compromise when compared with the benefits of a dual-factor authentication scheme.,Base,Weakness,CWE;Weakness
CWE-309,Use of Password System for Primary Authentication,"The use of password systems as the primary means of authentication may be subject to several flaws or shortcomings, each reducing the effectiveness of the mechanism.",Base,Weakness,CWE;Weakness
CWE-31,Path Traversal: 'dir\..\..\filename',"The software uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize 'dir\..\..\filename' (multiple internal backslash dot dot) sequences that can resolve to a location that is outside of that directory.",Variant,Weakness,CWE;Weakness
CWE-311,Missing Encryption of Sensitive Data,The software does not encrypt sensitive or critical information before storage or transmission.,Class,Weakness,CWE;Weakness
CWE-312,Cleartext Storage of Sensitive Information,The product stores sensitive information in cleartext within a resource that might be accessible to another control sphere.,Base,Weakness,CWE;Weakness
CWE-313,Cleartext Storage in a File or on Disk,"The application stores sensitive information in cleartext in a file, or on disk.",Variant,Weakness,CWE;Weakness
